iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
KUT,large_airport,David the Builder Kutaisi International Airport,Kopitnari,GE,42.1774,42.4854,yes,Asia/Tbilisi
KUU,medium_airport,Kullu Manali Airport,Bhuntar,IN,31.8767,77.1544,yes,Asia/Kolkata
KUV,medium_airport,Gunsan Airport / Gunsan Air Base,Gunsan,KR,35.9038,126.6160,yes,Asia/Seoul
KUX,small_airport,Kuyol Airport,,PG,-5.3724,141.6239,no,Pacific/Port_Moresby
KUY,small_airport,Kamusi Airport,Kamusi,PG,-7.4203,143.1218,no,Pacific/Port_Moresby
KVA,large_airport,Kavala Alexander the Great International Airport,Kavala,GR,40.9133,24.6192,yes,Europe/Athens
KVB,medium_airport,Skövde Airport,Skövde,SE,58.4564,13.9727,no,Europe/Stockholm
KVC,small_airport,King Cove Airport,King Cove,US,55.1163,-162.2660,yes,America/Nome
KVE,small_airport,Kitava Airport,Kitava Island,PG,-8.6285,151.3270,no,Pacific/Port_Moresby
KVG,medium_airport,Kavieng Airport,Kavieng,PG,-2.5794,150.8080,yes,Pacific/Port_Moresby
KVK,small_airport,Kirovsk-Apatity Airport,Apatity,RU,67.4629,33.5853,no,Europe/Moscow
KVL,small_airport,Kivalina Airport,Kivalina,US,67.7346,-164.5599,yes,America/Nome
KVM,small_airport,Markovo Airport,Markovo,RU,64.6654,170.4176,yes,Asia/Anadyr
KVO,medium_airport,Morava Airport,Kraljevo,RS,43.8175,20.5867,yes,Europe/Belgrade
KVR,small_airport,Kavalerovo Airport,Kavalerovo,RU,44.2726,135.0290,no,Asia/Vladivostok
KVX,medium_airport,Pobedilovo Airport,Kirov,RU,58.5039,49.3478,yes,Europe/Kirov
KWA,medium_airport,Bucholz Army Air Field,Kwajalein,MH,8.7201,167.7320,yes,Pacific/Kwajalein
KWB,small_airport,Dewadaru Airport,Karimunjawa,ID,-5.8009,110.4784,yes,Asia/Jakarta
KWD,small_airport,Kavadja Airport,Kavadja,CF,7.9649,23.5260,no,Africa/Bangui
KWE,large_airport,Guiyang Longdongbao International Airport,Guiyang (Nanming),CN,26.5418,106.8040,yes,Asia/Shanghai
KWG,medium_airport,Kryvyi Rih International Airport,Kryvyi Rih,UA,48.0433,33.2100,yes,Europe/Kyiv
KWH,small_airport,Khwahan Airport,Khwahan,AF,37.8900,70.2038,no,Asia/Kabul
KWI,large_airport,Kuwait International Airport,Kuwait City,KW,29.2245,47.9698,yes,Asia/Kuwait
KWJ,medium_airport,Gwangju Airport,Gwangju,KR,35.1232,126.8054,yes,Asia/Seoul
KWK,small_airport,Kwigillingok Airport,Kwigillingok,US,59.8765,-163.1690,yes,America/Nome
KWL,large_airport,Guilin Liangjiang International Airport,Guilin (Lingui),CN,25.2198,110.0396,yes,Asia/Shanghai
KWM,medium_airport,Kowanyama Airport,Kowanyama,AU,-15.4854,141.7526,yes,Australia/Brisbane
KWN,small_airport,Quinhagak Airport,Quinhagak,US,59.7551,-161.8450,yes,America/Anchorage
KWO,small_airport,Kawito Airport,Kawito,PG,-7.9770,142.8236,no,Pacific/Port_Moresby
KWS,small_airport,Kwailabesi Airport,Kwailabesi,SB,-8.3605,160.7751,no,Pacific/Guadalcanal
KWT,small_airport,Kwethluk Airport,Kwethluk,US,60.7903,-161.4440,yes,America/Anchorage
KWY,medium_airport,Kiwayu Airport,Kiwayu,KE,-1.9606,41.2972,no,Africa/Nairobi
KWZ,medium_airport,Kolwezi Airport,Kolwezi,CD,-10.7659,25.5057,yes,Africa/Lubumbashi
KXB,medium_airport,Sangia Nibandera Airport,Kolaka,ID,-4.3382,121.5240,yes,Asia/Makassar
KXD,small_airport,Kondinskoye Airport,Kondinskoye,RU,59.6551,67.4300,no,Asia/Yekaterinburg
KXE,medium_airport,P C Pelser Airport,Klerksdorp,ZA,-26.8711,26.7180,no,Africa/Johannesburg
KXF,small_airport,Koro Island Airport,Koro Island,FJ,-17.3458,179.4220,yes,Pacific/Fiji
KXK,medium_airport,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,50.4090,136.9340,yes,Asia/Vladivostok
KXO,small_airport,Kisoro Airport,Kisoro,UG,-1.2837,29.7197,yes,Africa/Kampala
KXU,small_airport,Katiu Airport,Katiu,PF,-16.3397,-144.4080,no,Pacific/Tahiti
KYA,large_airport,Konya Airport,Konya,TR,37.9790,32.5619,yes,Europe/Istanbul
KYB,small_airport,Ken's Bore airport,Ken's Bore,AU,-22.1572,116.1562,no,Australia/Perth
KYD,medium_airport,Lanyu Airport,Orchid Island,TW,22.0270,121.5350,yes,Asia/Taipei
KYE,medium_airport,Rene Mouawad Air Base,Tripoli,LB,34.5893,36.0113,no,Asia/Beirut
KYF,small_airport,Yeelirrie Airport,,AU,-27.2771,120.0957,no,Australia/Perth
KYI,small_airport,Yalata Mission Airport,Yalata Mission,AU,-31.4706,131.8250,no,Australia/Adelaide
KYK,small_airport,Karluk Airport,Karluk,US,57.5659,-154.4538,yes,America/Anchorage
KYO,small_airport,Tampa North Aero Park Airport,Tampa,US,28.2213,-82.3745,no,America/New_York
KYP,medium_airport,Kyaukpyu Airport,Kyaukpyu,MM,19.4264,93.5348,yes,Asia/Yangon
KYS,medium_airport,Kayes Dag Dag Airport,Kayes,ML,14.4825,-11.3993,yes,Africa/Bamako
KYT,small_airport,Kyauktu Airport,Kyauktu,MM,21.4000,94.1333,no,Asia/Yangon
KYU,small_airport,Koyukuk Airport,Koyukuk,US,64.8761,-157.7270,yes,America/Anchorage
KYX,small_airport,Yalumet Airport,Yalumet,PG,-6.0900,147.0117,no,Pacific/Port_Moresby
KYZ,medium_airport,Kyzyl Airport,Kyzyl,RU,51.6694,94.4006,yes,Asia/Krasnoyarsk
KZD,small_airport,Krakor Airport,Krakor,KH,12.5385,104.1486,no,Asia/Phnom_Penh
KZF,small_airport,Kaintiba Airport,Kaintiba,PG,-7.5003,146.0338,no,Pacific/Port_Moresby
KZG,small_airport,Kitzingen Airfield,Kitzingen,DE,49.7443,10.2073,no,Europe/Berlin
KZI,medium_airport,Kozani National Airport Filippos,Kozani,GR,40.2861,21.8408,yes,Europe/Athens
KZN,large_airport,Kazan International Airport,Kazan,RU,55.6062,49.2787,yes,Europe/Moscow
KZO,large_airport,Korkyt Ata International Airport,Kyzylorda,KZ,44.7069,65.5925,yes,Asia/Qyzylorda
KZR,small_airport,Zafer Airport,Altıntaş,TR,39.1111,30.1304,yes,Europe/Istanbul
KZS,small_airport,Kastelorizo Airport,Kastelorizo Island,GR,36.1417,29.5764,yes,Europe/Athens
LAA,medium_airport,Southeast Colorado Regional Airport,Lamar,US,38.0664,-102.6914,no,America/Denver
LAB,small_airport,Lab Lab Airport,Lab Lab Mission,PG,-5.7204,148.0566,no,Pacific/Port_Moresby
LAC,small_airport,Layang-Layang Airport,Pulau Layang-Layang (Swallow Reef),MY,7.3716,113.8440,no,Asia/Kuching
LAD,large_airport,Quatro de Fevereiro International Airport,Luanda,AO,-8.8584,13.2312,yes,Africa/Luanda
LAE,large_airport,Nadzab Tomodachi International Airport,Lae,PG,-6.5680,146.7265,yes,Pacific/Port_Moresby
LAF,medium_airport,Purdue University Airport,West Lafayette,US,40.4129,-86.9394,yes,America/Indiana/Indianapolis
LAH,small_airport,Oesman Sadik Airport,Labuha-Halmahera Island,ID,-0.6338,127.5054,no,Asia/Jayapura
LAI,medium_airport,Lannion Airport,Lannion,FR,48.7544,-3.4717,no,Europe/Paris
LAJ,medium_airport,Lages Airport,Lages,BR,-27.7821,-50.2815,yes,America/Sao_Paulo
LAK,small_airport,Aklavik/Freddie Carmichael Airport,Aklavik,CA,68.2233,-135.0060,yes,America/Inuvik
LAL,medium_airport,Lakeland Linder International Airport,Lakeland,US,27.9893,-82.0207,yes,America/New_York
LAM,small_airport,Los Alamos Airport,Los Alamos,US,35.8798,-106.2690,no,America/Denver
LAN,medium_airport,Capital Region International Airport,Lansing,US,42.7776,-84.5857,yes,America/Detroit
LAO,large_airport,Laoag International Airport,Laoag City,PH,18.1751,120.5310,yes,Asia/Manila
LAP,medium_airport,Manuel Márquez de León International Airport,La Paz,MX,24.0723,-110.3627,yes,America/Mazatlan
LAQ,large_airport,Al Abraq International Airport,Al Albraq,LY,32.7890,21.9549,yes,Africa/Tripoli
LAR,medium_airport,Laramie Regional Airport,Laramie,US,41.3121,-105.6750,yes,America/Denver
LAS,large_airport,Harry Reid International Airport,Las Vegas,US,36.0834,-115.1518,yes,America/Los_Angeles
LAU,medium_airport,Manda Airport,Lamu,KE,-2.2524,40.9129,yes,Africa/Nairobi
LAW,medium_airport,Lawton Fort Sill Regional Airport,Lawton,US,34.5677,-98.4166,yes,America/Chicago
LAX,large_airport,Los Angeles International Airport,Los Angeles,US,33.9425,-118.4080,yes,America/Los_Angeles
LAY,medium_airport,Ladysmith Airport,Ladysmith,ZA,-28.5817,29.7497,no,Africa/Johannesburg
LAZ,medium_airport,Bom Jesus da Lapa Airport,Bom Jesus da Lapa,BR,-13.2621,-43.4081,no,America/Bahia
LBA,large_airport,Leeds Bradford Airport,"Leeds, West Yorkshire",GB,53.8659,-1.6606,yes,Europe/London
LBB,medium_airport,Lubbock Preston Smith International Airport,Lubbock,US,33.6636,-101.8230,yes,America/Chicago
LBC,medium_airport,Lübeck Blankensee Airport,Lübeck,DE,53.8054,10.7192,yes,Europe/Berlin
LBD,large_airport,Khujand International Airport,Khujand,TJ,40.2154,69.6947,yes,Asia/Dushanbe
LBE,medium_airport,Arnold Palmer Regional Airport,Latrobe,US,40.2759,-79.4048,yes,America/New_York
LBF,medium_airport,North Platte Regional Airport Lee Bird Field,North Platte,US,41.1262,-100.6840,yes,America/Chicago
LBG,large_airport,Paris-Le Bourget International Airport,Paris,FR,48.9623,2.4365,yes,Europe/Paris
LBI,medium_airport,Albi Le Sequestre airport,Albi,FR,43.9139,2.1131,no,Europe/Paris
LBJ,small_airport,Komodo Airport,"Labuan Bajo, Manggarai Barat",ID,-8.4807,119.8883,yes,Asia/Makassar
LBK,small_airport,Liboi Airport,Liboi,KE,0.3483,40.8817,no,Africa/Nairobi
LBL,medium_airport,Liberal Mid-America Regional Airport,Liberal,US,37.0442,-100.9600,yes,America/Chicago
LBM,small_airport,Luabo Airport,Luabo,MZ,-18.4139,36.1068,no,Africa/Maputo
LBN,small_airport,Lake Baringo (Kampi Ya Samaki) Airport,Akorian,KE,0.6032,36.0130,no,Africa/Nairobi
LBO,small_airport,Lusambo Airport,Lusambo,CD,-4.9617,23.3783,no,Africa/Lubumbashi
LBP,small_airport,Long Banga Airport,Long Banga,MY,3.2021,115.4018,yes,Asia/Kuching
LBQ,medium_airport,Lambarene Airport,Lambarene,GA,-0.7044,10.2457,no,Africa/Libreville
LBR,small_airport,Lábrea Airport,Lábrea,BR,-7.2790,-64.7695,yes,America/Manaus
LBS,medium_airport,Labasa Airport,Labasa,FJ,-16.4667,179.3400,yes,Pacific/Fiji
LBT,medium_airport,Lumberton Regional Airport,Lumberton,US,34.6108,-79.0594,no,America/New_York
LBU,medium_airport,Labuan Airport,Labuan,MY,5.3017,115.2483,yes,Asia/Kuching
LBV,large_airport,Libreville Leon M'ba International Airport,Libreville,GA,0.4590,9.4121,yes,Africa/Libreville
LBW,small_airport,Yuvai Semaring Airport,Long Bawan,ID,3.9005,115.6901,yes,Asia/Makassar
LBX,medium_airport,Lubang Airport,Lubang,PH,13.8554,120.1050,no,Asia/Manila
LBY,medium_airport,La Baule-Escoublac Airport,La Baule-Escoublac,FR,47.2894,-2.3464,no,Europe/Paris
LBZ,small_airport,Lucapa Airport,Lucapa,AO,-8.4423,20.7327,no,Africa/Luanda
LCA,large_airport,Larnaca International Airport,Larnaca,CY,34.8751,33.6249,yes,Asia/Nicosia
LCB,small_airport,André Antônio Maggi Airport,Pontes e Lacerda,BR,-15.1934,-59.3848,no,America/Cuiaba
LCC,medium_airport,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Galatina (LE),IT,40.2392,18.1333,no,Europe/Rome
LCD,small_airport,Louis Trichardt Airport,Louis Trichardt,ZA,-23.0619,29.8647,no,Africa/Johannesburg
LCE,medium_airport,Golosón International Airport,La Ceiba,HN,15.7425,-86.8530,yes,America/Tegucigalpa
LCF,small_airport,Las Vegas Airport,Rio Dulce,GT,15.6684,-88.9618,no,America/Guatemala
LCG,medium_airport,A Coruña Airport,Culleredo,ES,43.3021,-8.3773,yes,Europe/Madrid
LCH,medium_airport,Lake Charles Regional Airport,Lake Charles,US,30.1261,-93.2233,yes,America/Chicago
LCI,small_airport,Laconia Municipal Airport,Laconia / Gilford,US,43.5727,-71.4189,no,America/New_York
LCJ,large_airport,Łódź Władysław Reymont Airport,Łódź,PL,51.7219,19.3981,yes,Europe/Warsaw
LCK,medium_airport,Rickenbacker International Airport,Columbus,US,39.8138,-82.9278,yes,America/New_York
LCM,small_airport,La Cumbre Airport,La Cumbre,AR,-31.0058,-64.5319,no,America/Argentina/Cordoba
LCN,small_airport,Balcanoona Airport,,AU,-30.5350,139.3370,no,Australia/Adelaide
LCO,small_airport,Lague Airport,Lague,CG,-2.4500,14.5330,no,Africa/Brazzaville
LCP,small_airport,Loncopue Airport,Loncopue,AR,-38.0819,-70.6439,no,America/Argentina/Salta
LCQ,small_airport,Lake City Gateway Airport,Lake City,US,30.1820,-82.5769,no,America/New_York
LCR,small_airport,Virgilio Barco Vargas (La Chorrera) Airport,La Chorrera,CO,-1.4564,-72.8011,yes,America/Bogota
LCS,small_airport,Longchuan Guangsong Airport,Dehong (Longchuan),CN,24.2665,97.9048,no,Asia/Shanghai
LCT,small_airport,Shijiazhuang Luancheng Airport,Shijiazhuang,CN,37.9130,114.5917,no,Asia/Shanghai
LCX,medium_airport,Liancheng Guanzhishan Airport,Longyan (Liancheng),CN,25.6759,116.7459,yes,Asia/Shanghai
LCY,medium_airport,London City Airport,London,GB,51.5053,0.0553,yes,Europe/London
LDA,small_airport,Malda Airport,Malda,IN,25.0102,88.1269,no,Asia/Kolkata
LDB,medium_airport,Governor José Richa Airport,Londrina,BR,-23.3344,-51.1284,yes,America/Sao_Paulo
LDC,small_airport,Lindeman Island Airport,Lindeman Island,AU,-20.4536,149.0400,no,Australia/Lindeman
LDE,medium_airport,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,FR,43.1787,-0.0064,yes,Europe/Paris
LDG,small_airport,Leshukonskoye Airport,Leshukonskoye,RU,64.8960,45.7230,yes,Europe/Moscow
LDH,small_airport,Lord Howe Island Airport,Lord Howe Island,AU,-31.5382,159.0755,yes,Australia/Lord_Howe
LDI,small_airport,Lindi Airport,Lindi,TZ,-9.8510,39.7591,no,Africa/Dar_es_Salaam
LDJ,small_airport,Linden Airport,Linden,US,40.6174,-74.2446,no,America/New_York
LDK,small_airport,Lidköping-Hovby Airport,Lidköping,SE,58.4655,13.1744,no,Europe/Stockholm
LDM,small_airport,Mason County Airport,Ludington,US,43.9625,-86.4079,no,America/Detroit
LDN,small_airport,Lamidanda Airport,Lamidanda,NP,27.2531,86.6700,no,Asia/Kathmandu
LDO,small_airport,Ladouanie Airport,Aurora,SR,4.3761,-55.4071,no,America/Paramaribo
LDS,medium_airport,Yichun Lindu Airport,Yichun,CN,47.7521,129.0191,yes,Asia/Shanghai
LDU,medium_airport,Lahad Datu Airport,Lahad Datu,MY,5.0324,118.3238,yes,Asia/Kuching
LDV,medium_airport,Landivisiau Air Base,Landivisiau,FR,48.5303,-4.1516,no,Europe/Paris
LDW,small_airport,Lansdowne Airport,Lansdowne Station,AU,-17.6128,126.7430,no,Australia/Perth
LDX,medium_airport,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,GF,5.4819,-54.0350,yes,America/Cayenne
LDY,medium_airport,City of Derry Airport,"Derry, Derry and Strabane",GB,55.0428,-7.1611,yes,Europe/London
LDZ,small_airport,Londolozi Airport,Londolozi,ZA,-24.7478,31.4743,no,Africa/Johannesburg
LEA,medium_airport,Learmonth Airport,Exmouth,AU,-22.2352,114.0900,yes,Australia/Perth
LEB,medium_airport,Lebanon Municipal Airport,Lebanon,US,43.6261,-72.3042,yes,America/New_York
LEC,small_airport,Coronel Horácio de Mattos Airport,Lençóis,BR,-12.4823,-41.2770,yes,America/Bahia
LED,large_airport,Pulkovo Airport,St. Petersburg,RU,59.8003,30.2625,yes,Europe/Moscow
LEE,medium_airport,Leesburg International Airport,Leesburg,US,28.8231,-81.8087,no,America/New_York
LEF,small_airport,Lebakeng Airport,Lebakeng,LS,-29.8908,28.6556,no,Africa/Maseru
LEH,medium_airport,Le Havre-Octeville Airport,Le Havre,FR,49.5340,0.0884,no,Europe/Paris
LEI,medium_airport,Almería Airport,Almería,ES,36.8439,-2.3701,yes,Europe/Madrid
LEJ,large_airport,Leipzig/Halle Airport,Schkeuditz,DE,51.4207,12.2327,yes,Europe/Berlin
LEK,small_airport,Tata Airport,Labé,GN,11.3375,-12.2909,no,Africa/Conakry
LEL,small_airport,Lake Evella Airport,,AU,-12.4989,135.8060,yes,Australia/Darwin
LEM,small_airport,Lemmon Municipal Airport,Lemmon,US,45.9187,-102.1060,no,America/Denver
LEN,medium_airport,León Airport,La Virgen del Camino,ES,42.5907,-5.6534,yes,Europe/Madrid
LEO,small_airport,Lekoni Airport,Lekoni,GA,-1.5724,14.2878,no,Africa/Libreville
LEP,small_airport,Leopoldina Airport,Leopoldina,BR,-21.4682,-42.7271,no,America/Sao_Paulo
LEQ,small_airport,Land's End Airport,"Land's End, Cornwall",GB,50.1028,-5.6706,yes,Europe/London
LER,medium_airport,Leinster Airport,,AU,-27.8433,120.7030,yes,Australia/Perth
LES,small_airport,Lesobeng Airport,Lesobeng,LS,-29.7556,28.3571,no,Africa/Maseru
LET,medium_airport,Alfredo Vásquez Cobo International Airport,Leticia,CO,-4.1911,-69.9420,yes,America/Bogota
LEU,medium_airport,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,42.3386,1.4092,yes,Europe/Madrid
LEV,small_airport,Levuka Airfield,Bureta,FJ,-17.7111,178.7590,yes,Pacific/Fiji
LEW,small_airport,Auburn Lewiston Municipal Airport,Auburn/Lewiston,US,44.0485,-70.2835,no,America/New_York
LEX,medium_airport,Blue Grass Airport,Lexington,US,38.0351,-84.6067,yes,America/New_York
LEY,medium_airport,Lelystad Airport,Lelystad,NL,52.4532,5.5146,no,Europe/Amsterdam
LEZ,small_airport,La Esperanza Airport,La Esperanza,HN,14.2911,-88.1750,no,America/Tegucigalpa
LFB,small_airport,Lumbo Airport,Lumbo,MZ,-15.0331,40.6717,no,Africa/Maputo
LFH,small_airport,Lanping Fenghua General Airport,Lanping Bai,CN,26.6452,99.5442,no,Asia/Shanghai
LFI,medium_airport,Langley Air Force Base,Hampton,US,37.0829,-76.3605,no,America/New_York
LFK,medium_airport,Angelina County Airport,Lufkin,US,31.2340,-94.7500,no,America/Chicago
LFM,medium_airport,Lamerd Airport,Lamerd,IR,27.3727,53.1888,yes,Asia/Tehran
LFN,small_airport,Triangle North Executive Airport,Louisburg,US,36.0233,-78.3303,no,America/New_York
LFO,small_airport,Kelafo East Airport,Kelafo,ET,5.6570,44.3500,no,Africa/Addis_Ababa
LFP,small_airport,Lakefield Airport,Lakefield,AU,-14.9207,144.2030,no,Australia/Brisbane
LFQ,medium_airport,Linfen Yaodu Airport,Linfen (Yaodu),CN,36.1326,111.6412,yes,Asia/Shanghai
LFR,medium_airport,La Fria Airport,,VE,8.2392,-72.2710,no,America/Caracas
LFT,medium_airport,Lafayette Regional Airport,Lafayette,US,30.2053,-91.9876,yes,America/Chicago
LFW,large_airport,Lomé–Tokoin International Airport,Lomé,TG,6.1656,1.2545,yes,Africa/Lome
LGA,large_airport,LaGuardia Airport,New York,US,40.7772,-73.8726,yes,America/New_York
LGB,large_airport,Long Beach International Airport,Long Beach,US,33.8165,-118.1499,yes,America/Los_Angeles
LGC,small_airport,LaGrange Callaway Airport,LaGrange,US,33.0089,-85.0743,no,America/New_York
LGD,small_airport,La Grande/Union County Airport,La Grande,US,45.2902,-118.0070,no,America/Los_Angeles
LGE,small_airport,Mulan Airport,Lake Gregory,AU,-20.1089,127.6190,no,Australia/Perth
LGF,small_airport,Laguna Army Airfield,Yuma Proving Ground(Yuma),US,32.8608,-114.3962,no,America/Phoenix
LGG,medium_airport,Liège Airport,Grâce-Hollogne,BE,50.6386,5.4439,yes,Europe/Brussels
LGH,medium_airport,Leigh Creek Airport,,AU,-30.5983,138.4260,no,Australia/Adelaide
LGI,medium_airport,Deadman's Cay Airport,Deadman's Cay,BS,23.1790,-75.0936,yes,America/Nassau
LGK,large_airport,Langkawi International Airport,Langkawi,MY,6.3297,99.7287,yes,Asia/Kuala_Lumpur
LGL,small_airport,Long Lellang Airport,Long Datih,MY,3.4210,115.1540,yes,Asia/Kuching
LGN,small_airport,Linga Linga Airport,Linga Linga,PG,-5.5319,149.7342,no,Pacific/Port_Moresby
LGO,small_airport,Langeoog Airport,Langeoog,DE,53.7424,7.4963,no,Europe/Berlin
LGQ,small_airport,Nueva Loja Airport,Lago Agrio,EC,0.0931,-76.8675,no,America/Guayaquil
LGR,medium_airport,Cochrane Airport,Cochrane,CL,-47.2436,-72.5881,no,America/Coyhaique
LGS,medium_airport,Comodoro D.R. Salomón Airport,Malargue,AR,-35.4936,-69.5743,no,America/Argentina/Mendoza
LGT,small_airport,La Gaviota Airport,,CO,4.5505,-70.9254,no,America/Bogota
LGU,medium_airport,Logan-Cache Airport,Logan,US,41.7912,-111.8520,no,America/Denver
LGW,large_airport,London Gatwick Airport,London,GB,51.1487,-0.1857,yes,Europe/London
LGX,small_airport,Lugh Ganane Airport,Luuq,SO,3.8124,42.5459,no,Africa/Mogadishu
LGZ,small_airport,Shannan Longzi Airport,Shannan,CN,28.4224,92.3481,yes,Asia/Shanghai
LHA,medium_airport,Lahr Airport,Lahr/Schwarzwald,DE,48.3693,7.8277,no,Europe/Berlin
LHE,large_airport,Allama Iqbal International Airport,Lahore,PK,31.5216,74.4036,yes,Asia/Karachi
LHG,medium_airport,Lightning Ridge Airport,,AU,-29.4529,147.9771,yes,Australia/Sydney
LHI,small_airport,Lereh Airport,Lereh-Papua Island,ID,-3.0800,139.9528,no,Asia/Jayapura
LHK,medium_airport,Guangzhou MR Air Base / Guanghua Airport,Xiangyang (Laohekou),CN,32.3887,111.6942,no,Asia/Shanghai
LHL,medium_airport,Lachin International Airport,Lachin,AZ,39.8838,46.3631,yes,Asia/Baku
LHN,medium_airport,Linhares Municipal Airport,Linhares,BR,-19.3552,-40.0713,no,America/Sao_Paulo
LHR,large_airport,London Heathrow Airport,London,GB,51.4707,-0.4599,yes,Europe/London
LHS,medium_airport,Las Heras Airport,Las Heras,AR,-46.5385,-68.9653,yes,America/Argentina/Rio_Gallegos
LHU,small_airport,Lianshulu Lodge Airstrip,Muneambuanas,NA,-18.1165,23.3935,no,Africa/Windhoek
LHV,small_airport,William T. Piper Memorial Airport,Lock Haven,US,41.1356,-77.4223,no,America/New_York
LHW,large_airport,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),CN,36.5152,103.6200,yes,Asia/Shanghai
LIA,small_airport,Liangping Airport,Liangping,CN,30.6794,107.7860,no,Asia/Shanghai
LIB,small_airport,Limbunya Airport,Limbunya,AU,-17.2356,129.8820,no,Australia/Darwin
LIC,small_airport,Limon Municipal Airport,Limon,US,39.2748,-103.6660,no,America/Denver
LIE,small_airport,Libenge Airport,Libenge,CD,3.6266,18.6385,no,Africa/Kinshasa
LIF,medium_airport,Lifou Airport,Lifou,NC,-20.7746,167.2393,yes,Pacific/Noumea
LIG,medium_airport,Limoges Airport,Limoges/Bellegarde,FR,45.8628,1.1794,yes,Europe/Paris
LIH,large_airport,Lihue Airport,"Lihue, Kauai",US,21.9744,-159.3371,yes,Pacific/Honolulu
LII,small_airport,Mulia Airport,Mulia-Papua Island,ID,-3.7019,137.9570,no,Asia/Jayapura
LIJ,small_airport,Lishui Airport,Lishui (Liandu),CN,28.3727,119.8390,no,Asia/Shanghai
LIK,small_airport,Likiep Airport,Likiep Island,MH,9.8232,169.3080,yes,Pacific/Majuro
LIL,large_airport,Lille Airport,Lesquin,FR,50.5666,3.1024,yes,Europe/Paris
LIM,large_airport,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.1143,yes,America/Lima
LIN,large_airport,Milano Linate Airport,Segrate (MI),IT,45.4451,9.2767,yes,Europe/Rome
LIO,medium_airport,Limón International Airport,Limón,CR,9.9580,-83.0220,yes,America/Costa_Rica
LIP,medium_airport,Lins Airport,Lins,BR,-21.6635,-49.7300,no,America/Sao_Paulo
LIQ,medium_airport,Lisala Airport,Lisala,CD,2.1707,21.4969,no,Africa/Kinshasa
LIR,large_airport,Daniel Oduber Quirós International Airport,Liberia,CR,10.5933,-85.5444,yes,America/Costa_Rica
LIS,large_airport,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.1359,yes,Europe/Lisbon
